_url,_position,constituency,party,candidate,votes,votes/_source,share,share/_source
http://www.bbc.co.uk/news/politics/constituencies/S14000045,6,"UKIP (UKIP) , with candidate Gordon Norrie , have the following results: 1,173 total votes taken. 2.4% share of the total vote +1.5% change in share of the votes",(UKIP),", with candidate Gordon Norrie",1173,"1,173",2.4,2.4
http://www.bbc.co.uk/news/politics/constituencies/S14000045,7,"Liberal Democrat (LD) , with candidate Aisha Mir , have the following results: 1,132 total votes taken. 2.3% share of the total vote -14.8% change in share of the votes",(LD),", with candidate Aisha Mir",1132,"1,132",2.3,2.3
http://www.bbc.co.uk/news/politics/constituencies/S14000044,1,Livingston,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/S14000044,2,"Scottish National Party (SNP) , with candidate Hannah Bardell , have the following results: 32,736 total votes taken. 56.9% share of the total vote +31.0% change in share of the votes",(SNP),", with candidate Hannah Bardell",32736,"32,736",56.9,56.9
http://www.bbc.co.uk/news/politics/constituencies/S14000044,3,"Labour (LAB) , with candidate Graeme Morrice , have the following results: 15,893 total votes taken. 27.6% share of the total vote -20.8% change in share of the votes",(LAB),", with candidate Graeme Morrice",15893,"15,893",27.6,27.6
http://www.bbc.co.uk/news/politics/constituencies/S14000044,4,"Conservative (CON) , with candidate Christopher Donnelly , have the following results: 5,929 total votes taken. 10.3% share of the total vote -0.5% change in share of the votes",(CON),", with candidate Christopher Donnelly",5929,"5,929",10.3,10.3
http://www.bbc.co.uk/news/politics/constituencies/S14000044,5,"UKIP (UKIP) , with candidate Nathan Somerville , have the following results: 1,757 total votes taken. 3.1% share of the total vote +2.1% change in share of the votes",(UKIP),", with candidate Nathan Somerville",1757,"1,757",3.1,3.1
http://www.bbc.co.uk/news/politics/constituencies/S14000044,6,"Liberal Democrat (LD) , with candidate Charles Dundas , have the following results: 1,232 total votes taken. 2.1% share of the total vote -9.0% change in share of the votes",(LD),", with candidate Charles Dundas",1232,"1,232",2.1,2.1
http://www.bbc.co.uk/news/politics/constituencies/W07000045,1,Llanelli,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/W07000045,2,"Labour (LAB) , with candidate Nia Rhiannon Griffith , have the following results: 15,948 total votes taken. 41.3% share of the total vote -1.1% change in share of the votes",(LAB),", with candidate Nia Rhiannon Griffith",15948,"15,948",41.3,41.3
http://www.bbc.co.uk/news/politics/constituencies/W07000045,3,"Plaid Cymru (PC) , with candidate Vaughan Williams , have the following results: 8,853 total votes taken. 23.0% share of the total vote -7.0% change in share of the votes",(PC),", with candidate Vaughan Williams",8853,"8,853",23,23
http://www.bbc.co.uk/news/politics/constituencies/W07000045,4,"UKIP (UKIP) , with candidate Ken Rees , have the following results: 6,269 total votes taken. 16.3% share of the total vote +13.5% change in share of the votes",(UKIP),", with candidate Ken Rees",6269,"6,269",16.3,16.3
http://www.bbc.co.uk/news/politics/constituencies/W07000045,5,"Conservative (CON) , with candidate Selaine Saxby , have the following results: 5,534 total votes taken. 14.3% share of the total vote 0.0% change in share of the votes",(CON),", with candidate Selaine Saxby",5534,"5,534",14.3,14.3
http://www.bbc.co.uk/news/politics/constituencies/W07000045,6,"Liberal Democrat (LD) , with candidate Cen Phillips , have the following results: 751 total votes taken. 1.9% share of the total vote -8.5% change in share of the votes",(LD),", with candidate Cen Phillips",751,751,1.9,1.9
http://www.bbc.co.uk/news/politics/constituencies/W07000045,7,"Green Party (GRN) , with candidate Guy Smith , have the following results: 689 total votes taken. 1.8% share of the total vote +1.8% change in share of the votes",(GRN),", with candidate Guy Smith",689,689,1.8,1.8
http://www.bbc.co.uk/news/politics/constituencies/W07000045,8,"People First (PF) , with candidate Sian Caiach , have the following results: 407 total votes taken. 1.1% share of the total vote +1.1% change in share of the votes",(PF),", with candidate Sian Caiach",407,407,1.1,1.1
http://www.bbc.co.uk/news/politics/constituencies/W07000045,9,"TUSC (TUSC) , with candidate Scott Jones , have the following results: 123 total votes taken. 0.3% share of the total vote +0.3% change in share of the votes",(TUSC),", with candidate Scott Jones",123,123,0.3,0.3
http://www.bbc.co.uk/news/politics/constituencies/W07000044,1,Wrexham,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/W07000044,2,"Labour (LAB) , with candidate Ian Lucas , have the following results: 12,181 total votes taken. 37.2% share of the total vote +0.4% change in share of the votes",(LAB),", with candidate Ian Lucas",12181,"12,181",37.2,37.2
http://www.bbc.co.uk/news/politics/constituencies/W07000044,3,"Conservative (CON) , with candidate Andrew Atkinson , have the following results: 10,350 total votes taken. 31.6% share of the total vote +6.2% change in share of the votes",(CON),", with candidate Andrew Atkinson",10350,"10,350",31.6,31.6
http://www.bbc.co.uk/news/politics/constituencies/W07000044,4,"UKIP (UKIP) , with candidate Niall Plevin-Kelly , have the following results: 5,072 total votes taken. 15.5% share of the total vote +13.2% change in share of the votes",(UKIP),", with candidate Niall Plevin-Kelly",5072,"5,072",15.5,15.5
http://www.bbc.co.uk/news/politics/constituencies/W07000044,5,"Plaid Cymru (PC) , with candidate Carrie Harper , have the following results: 2,501 total votes taken. 7.6% share of the total vote +1.5% change in share of the votes",(PC),", with candidate Carrie Harper",2501,"2,501",7.6,7.6
http://www.bbc.co.uk/news/politics/constituencies/W07000044,6,"Liberal Democrat (LD) , with candidate Rob Walsh , have the following results: 1,735 total votes taken. 5.3% share of the total vote -20.5% change in share of the votes",(LD),", with candidate Rob Walsh",1735,"1,735",5.3,5.3
http://www.bbc.co.uk/news/politics/constituencies/W07000044,7,"Green Party (GRN) , with candidate David Munnerley , have the following results: 669 total votes taken. 2.0% share of the total vote +2.0% change in share of the votes",(GRN),", with candidate David Munnerley",669,669,2,2
http://www.bbc.co.uk/news/politics/constituencies/W07000044,8,"Independent (IND) , with candidate Brian Edwards , have the following results: 211 total votes taken. 0.6% share of the total vote +0.6% change in share of the votes",(IND),", with candidate Brian Edwards",211,211,0.6,0.6
http://www.bbc.co.uk/news/politics/constituencies/W07000047,1,Swansea West,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/W07000047,2,"Labour (LAB) , with candidate Geraint Davies , have the following results: 14,967 total votes taken. 42.6% share of the total vote +7.9% change in share of the votes",(LAB),", with candidate Geraint Davies",14967,"14,967",42.6,42.6
http://www.bbc.co.uk/news/politics/constituencies/W07000047,3,"Conservative (CON) , with candidate Emma Lane , have the following results: 7,931 total votes taken. 22.6% share of the total vote +1.7% change in share of the votes",(CON),", with candidate Emma Lane",7931,"7,931",22.6,22.6
http://www.bbc.co.uk/news/politics/constituencies/W07000047,4,"UKIP (UKIP) , with candidate Martyn Ford , have the following results: 4,744 total votes taken. 13.5% share of the total vote +11.5% change in share of the votes",(UKIP),", with candidate Martyn Ford",4744,"4,744",13.5,13.5
http://www.bbc.co.uk/news/politics/constituencies/W07000047,5,"Liberal Democrat (LD) , with candidate Chris Holley , have the following results: 3,178 total votes taken. 9.0% share of the total vote -24.2% change in share of the votes",(LD),", with candidate Chris Holley",3178,"3,178",9,9
http://www.bbc.co.uk/news/politics/constituencies/W07000047,6,"Plaid Cymru (PC) , with candidate Harri Roberts , have the following results: 2,266 total votes taken. 6.4% share of the total vote +2.4% change in share of the votes",(PC),", with candidate Harri Roberts",2266,"2,266",6.4,6.4
http://www.bbc.co.uk/news/politics/constituencies/W07000047,7,"Green Party (GRN) , with candidate Ashley Wakeling , have the following results: 1,784 total votes taken. 5.1% share of the total vote +3.9% change in share of the votes",(GRN),", with candidate Ashley Wakeling",1784,"1,784",5.1,5.1
http://www.bbc.co.uk/news/politics/constituencies/W07000047,8,"TUSC (TUSC) , with candidate Ronnie Job , have the following results: 159 total votes taken. 0.5% share of the total vote -0.1% change in share of the votes",(TUSC),", with candidate Ronnie Job",159,159,0.5,0.5
http://www.bbc.co.uk/news/politics/constituencies/W07000047,9,"Independent (IND) , with candidate Maxwell Rosser , have the following results: 78 total votes taken. 0.2% share of the total vote +0.2% change in share of the votes",(IND),", with candidate Maxwell Rosser",78,78,0.2,0.2
http://www.bbc.co.uk/news/politics/constituencies/W07000047,10,"Socialist Party GB (SPGB) , with candidate Brian Johnson , have the following results: 49 total votes taken. 0.1% share of the total vote +0.1% change in share of the votes",(SPGB),", with candidate Brian Johnson",49,49,0.1,0.1
http://www.bbc.co.uk/news/politics/constituencies/W07000046,1,Gower,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/W07000046,2,"Conservative (CON) , with candidate Byron Davies , have the following results: 15,862 total votes taken. 37.1% share of the total vote +5.1% change in share of the votes",(CON),", with candidate Byron Davies",15862,"15,862",37.1,37.1
http://www.bbc.co.uk/news/politics/constituencies/W07000046,3,"Labour (LAB) , with candidate Liz Evans , have the following results: 15,835 total votes taken. 37.0% share of the total vote -1.4% change in share of the votes",(LAB),", with candidate Liz Evans",15835,"15,835",37,37
http://www.bbc.co.uk/news/politics/constituencies/W07000046,4,"UKIP (UKIP) , with candidate Colin Beckett , have the following results: 4,773 total votes taken. 11.2% share of the total vote +9.6% change in share of the votes",(UKIP),", with candidate Colin Beckett",4773,"4,773",11.2,11.2
http://www.bbc.co.uk/news/politics/constituencies/W07000046,5,"Plaid Cymru (PC) , with candidate Darren Thomas , have the following results: 3,051 total votes taken. 7.1% share of the total vote +0.5% change in share of the votes",(PC),", with candidate Darren Thomas",3051,"3,051",7.1,7.1
http://www.bbc.co.uk/news/politics/constituencies/W07000046,6,"Liberal Democrat (LD) , with candidate Mike Sheehan , have the following results: 1,552 total votes taken. 3.6% share of the total vote -15.4% change in share of the votes",(LD),", with candidate Mike Sheehan",1552,"1,552",3.6,3.6
http://www.bbc.co.uk/news/politics/constituencies/W07000046,7,"Green Party (GRN) , with candidate Julia Marshall , have the following results: 1,161 total votes taken. 2.7% share of the total vote +2.7% change in share of the votes",(GRN),", with candidate Julia Marshall",1161,"1,161",2.7,2.7
http://www.bbc.co.uk/news/politics/constituencies/W07000046,8,"Monster Raving Loony Party (MRLP) , with candidate David Baron Barnes Von Claptrap , have the following results: 253 total votes taken. 0.6% share of the total vote +0.6% change in share of the votes",(MRLP),", with candidate David Baron Barnes Von Claptrap",253,253,0.6,0.6
http://www.bbc.co.uk/news/politics/constituencies/W07000046,9,"Independent (IND) , with candidate Steve Roberts , have the following results: 168 total votes taken. 0.4% share of the total vote +0.4% change in share of the votes",(IND),", with candidate Steve Roberts",168,168,0.4,0.4
http://www.bbc.co.uk/news/politics/constituencies/W07000046,10,"TUSC (TUSC) , with candidate Mark Evans , have the following results: 103 total votes taken. 0.2% share of the total vote +0.2% change in share of the votes",(TUSC),", with candidate Mark Evans",103,103,0.2,0.2
http://www.bbc.co.uk/news/politics/constituencies/W07000048,1,Swansea East,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/W07000048,2,"Labour (LAB) , with candidate Carolyn Harris , have the following results: 17,807 total votes taken. 53.0% share of the total vote +1.5% change in share of the votes",(LAB),", with candidate Carolyn Harris",17807,"17,807",53,53
http://www.bbc.co.uk/news/politics/constituencies/W07000048,3,"UKIP (UKIP) , with candidate Clifford Johnson , have the following results: 5,779 total votes taken. 17.2% share of the total vote +14.6% change in share of the votes",(UKIP),", with candidate Clifford Johnson",5779,"5,779",17.2,17.2
http://www.bbc.co.uk/news/politics/constituencies/W07000048,4,"Conservative (CON) , with candidate Altaf Hussain , have the following results: 5,142 total votes taken. 15.3% share of the total vote +0.5% change in share of the votes",(CON),", with candidate Altaf Hussain",5142,"5,142",15.3,15.3
http://www.bbc.co.uk/news/politics/constituencies/W07000048,5,"Plaid Cymru (PC) , with candidate Dic Jones , have the following results: 3,498 total votes taken. 10.4% share of the total vote +3.7% change in share of the votes",(PC),", with candidate Dic Jones",3498,"3,498",10.4,10.4
http://www.bbc.co.uk/news/politics/constituencies/W07000048,6,"Liberal Democrat (LD) , with candidate Ann Jamal , have the following results: 1,392 total votes taken. 4.1% share of the total vote -14.2% change in share of the votes",(LD),", with candidate Ann Jamal",1392,"1,392",4.1,4.1
http://www.bbc.co.uk/news/politics/constituencies/W07000042,1,Delyn,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/W07000042,2,"Labour (LAB) , with candidate David Hanson , have the following results: 15,187 total votes taken. 40.5% share of the total vote -0.2% change in share of the votes",(LAB),", with candidate David Hanson",15187,"15,187",40.5,40.5
http://www.bbc.co.uk/news/politics/constituencies/W07000042,3,"Conservative (CON) , with candidate Mark Isherwood , have the following results: 12,257 total votes taken. 32.7% share of the total vote -1.9% change in share of the votes",(CON),", with candidate Mark Isherwood",12257,"12,257",32.7,32.7
http://www.bbc.co.uk/news/politics/constituencies/W07000042,4,"UKIP (UKIP) , with candidate Nigel Williams , have the following results: 6,150 total votes taken. 16.4% share of the total vote +14.6% change in share of the votes",(UKIP),", with candidate Nigel Williams",6150,"6,150",16.4,16.4
http://www.bbc.co.uk/news/politics/constituencies/W07000042,5,"Plaid Cymru (PC) , with candidate Paul Rowlinson , have the following results: 1,803 total votes taken. 4.8% share of the total vote -0.2% change in share of the votes",(PC),", with candidate Paul Rowlinson",1803,"1,803",4.8,4.8
http://www.bbc.co.uk/news/politics/constituencies/W07000042,6,"Liberal Democrat (LD) , with candidate Tom Rippeth , have the following results: 1,380 total votes taken. 3.7% share of the total vote -11.9% change in share of the votes",(LD),", with candidate Tom Rippeth",1380,"1,380",3.7,3.7
http://www.bbc.co.uk/news/politics/constituencies/W07000042,7,"Green Party (GRN) , with candidate Kay Roney , have the following results: 680 total votes taken. 1.8% share of the total vote +1.8% change in share of the votes",(GRN),", with candidate Kay Roney",680,680,1.8,1.8
http://www.bbc.co.uk/news/politics/constituencies/W07000041,1,Ynys Mon,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/W07000041,2,"Labour (LAB) , with candidate Albert Owen , have the following results: 10,871 total votes taken. 31.1% share of the total vote -2.2% change in share of the votes",(LAB),", with candidate Albert Owen",10871,"10,871",31.1,31.1
http://www.bbc.co.uk/news/politics/constituencies/W07000041,3,"Plaid Cymru (PC) , with candidate John Rowlands , have the following results: 10,642 total votes taken. 30.5% share of the total vote +4.3% change in share of the votes",(PC),", with candidate John Rowlands",10642,"10,642",30.5,30.5
http://www.bbc.co.uk/news/politics/constituencies/W07000041,4,"Conservative (CON) , with candidate Michelle Willis , have the following results: 7,393 total votes taken. 21.2% share of the total vote -1.3% change in share of the votes",(CON),", with candidate Michelle Willis",7393,"7,393",21.2,21.2
http://www.bbc.co.uk/news/politics/constituencies/W07000041,5,"UKIP (UKIP) , with candidate Nathan Gill , have the following results: 5,121 total votes taken. 14.7% share of the total vote +11.2% change in share of the votes",(UKIP),", with candidate Nathan Gill",5121,"5,121",14.7,14.7
http://www.bbc.co.uk/news/politics/constituencies/W07000041,6,"Liberal Democrat (LD) , with candidate Mark Geoffrey Thomas Rosenthal , have the following results: 751 total votes taken. 2.2% share of the total vote -5.4% change in share of the votes",(LD),", with candidate Mark Geoffrey Thomas Rosenthal",751,751,2.2,2.2
http://www.bbc.co.uk/news/politics/constituencies/W07000041,7,"Socialist Labour Party (SLP) , with candidate Liz Screen , have the following results: 148 total votes taken. 0.4% share of the total vote +0.4% change in share of the votes",(SLP),", with candidate Liz Screen",148,148,0.4,0.4
http://www.bbc.co.uk/news/politics/constituencies/W07000043,1,Alyn & Deeside,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/W07000043,2,"Labour (LAB) , with candidate Mark Tami , have the following results: 16,540 total votes taken. 40.0% share of the total vote +0.4% change in share of the votes",(LAB),", with candidate Mark Tami",16540,"16,540",40,40
http://www.bbc.co.uk/news/politics/constituencies/W07000043,3,"Conservative (CON) , with candidate Laura Knightly , have the following results: 13,197 total votes taken. 31.9% share of the total vote -0.3% change in share of the votes",(CON),", with candidate Laura Knightly",13197,"13,197",31.9,31.9
http://www.bbc.co.uk/news/politics/constituencies/W07000043,4,"UKIP (UKIP) , with candidate Blair Smillie , have the following results: 7,260 total votes taken. 17.6% share of the total vote +15.0% change in share of the votes",(UKIP),", with candidate Blair Smillie",7260,"7,260",17.6,17.6
http://www.bbc.co.uk/news/politics/constituencies/W07000043,5,"Liberal Democrat (LD) , with candidate Tudor Jones , have the following results: 1,733 total votes taken. 4.2% share of the total vote -14.1% change in share of the votes",(LD),", with candidate Tudor Jones",1733,"1,733",4.2,4.2
http://www.bbc.co.uk/news/politics/constituencies/W07000043,6,"Plaid Cymru (PC) , with candidate Jacqueline Hurst , have the following results: 1,608 total votes taken. 3.9% share of the total vote 0.0% change in share of the votes",(PC),", with candidate Jacqueline Hurst",1608,"1,608",3.9,3.9
http://www.bbc.co.uk/news/politics/constituencies/W07000043,7,"Green Party (GRN) , with candidate Alasdair Ibbotson , have the following results: 976 total votes taken. 2.4% share of the total vote +2.4% change in share of the votes",(GRN),", with candidate Alasdair Ibbotson",976,976,2.4,2.4
http://www.bbc.co.uk/news/politics/constituencies/E14000968,1,Stevenage,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000968,2,"Conservative (CON) , with candidate Stephen McPartland , have the following results: 21,291 total votes taken. 44.5% share of the total vote +3.1% change in share of the votes",(CON),", with candidate Stephen McPartland",21291,"21,291",44.5,44.5
http://www.bbc.co.uk/news/politics/constituencies/E14000968,3,"Labour (LAB) , with candidate Sharon Taylor , have the following results: 16,336 total votes taken. 34.2% share of the total vote +0.8% change in share of the votes",(LAB),", with candidate Sharon Taylor",16336,"16,336",34.2,34.2
http://www.bbc.co.uk/news/politics/constituencies/E14000968,4,"UKIP (UKIP) , with candidate David Collins , have the following results: 6,864 total votes taken. 14.4% share of the total vote +9.9% change in share of the votes",(UKIP),", with candidate David Collins",6864,"6,864",14.4,14.4
http://www.bbc.co.uk/news/politics/constituencies/E14000968,5,"Liberal Democrat (LD) , with candidate Susan Van De Ven , have the following results: 1,582 total votes taken. 3.3% share of the total vote -13.3% change in share of the votes",(LD),", with candidate Susan Van De Ven",1582,"1,582",3.3,3.3
http://www.bbc.co.uk/news/politics/constituencies/E14000968,6,"Green Party (GRN) , with candidate Graham White , have the following results: 1,369 total votes taken. 2.9% share of the total vote +2.9% change in share of the votes",(GRN),", with candidate Graham White",1369,"1,369",2.9,2.9
http://www.bbc.co.uk/news/politics/constituencies/E14000968,7,"TUSC (TUSC) , with candidate Trevor Palmer , have the following results: 175 total votes taken. 0.4% share of the total vote +0.4% change in share of the votes",(TUSC),", with candidate Trevor Palmer",175,175,0.4,0.4
http://www.bbc.co.uk/news/politics/constituencies/E14000968,8,"English Democrats (ED) , with candidate Charles Vickers , have the following results: 115 total votes taken. 0.2% share of the total vote -0.6% change in share of the votes",(ED),", with candidate Charles Vickers",115,115,0.2,0.2
http://www.bbc.co.uk/news/politics/constituencies/E14000968,9,"Independent (IND) , with candidate David Cox , have the following results: 67 total votes taken. 0.1% share of the total vote +0.1% change in share of the votes",(IND),", with candidate David Cox",67,67,0.1,0.1
http://www.bbc.co.uk/news/politics/constituencies/W07000052,1,Rhondda,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/W07000052,2,"Labour (LAB) , with candidate Chris Bryant , have the following results: 15,976 total votes taken. 50.7% share of the total vote -4.6% change in share of the votes",(LAB),", with candidate Chris Bryant",15976,"15,976",50.7,50.7
http://www.bbc.co.uk/news/politics/constituencies/W07000052,3,"Plaid Cymru (PC) , with candidate Shelley Rees-Owen , have the following results: 8,521 total votes taken. 27.0% share of the total vote +8.9% change in share of the votes",(PC),", with candidate Shelley Rees-Owen",8521,"8,521",27,27
http://www.bbc.co.uk/news/politics/constituencies/W07000052,4,"UKIP (UKIP) , with candidate Ronald Hughes , have the following results: 3,998 total votes taken. 12.7% share of the total vote +11.5% change in share of the votes",(UKIP),", with candidate Ronald Hughes",3998,"3,998",12.7,12.7
http://www.bbc.co.uk/news/politics/constituencies/W07000052,5,"Conservative (CON) , with candidate Lyn Hudson , have the following results: 2,116 total votes taken. 6.7% share of the total vote +0.3% change in share of the votes",(CON),", with candidate Lyn Hudson",2116,"2,116",6.7,6.7
http://www.bbc.co.uk/news/politics/constituencies/W07000052,6,"Liberal Democrat (LD) , with candidate George Summers , have the following results: 474 total votes taken. 1.5% share of the total vote -9.1% change in share of the votes",(LD),", with candidate George Summers",474,474,1.5,1.5
http://www.bbc.co.uk/news/politics/constituencies/W07000052,7,"Green Party (GRN) , with candidate Lisa Rapado , have the following results: 453 total votes taken. 1.4% share of the total vote +1.4% change in share of the votes",(GRN),", with candidate Lisa Rapado",453,453,1.4,1.4
http://www.bbc.co.uk/news/politics/constituencies/E14000967,1,Stalybridge & Hyde,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000967,2,"Labour (LAB) , with candidate Jonathan Reynolds , have the following results: 18,447 total votes taken. 45.0% share of the total vote +5.4% change in share of the votes",(LAB),", with candidate Jonathan Reynolds",18447,"18,447",45,45
http://www.bbc.co.uk/news/politics/constituencies/E14000967,3,"Conservative (CON) , with candidate Martin Riley , have the following results: 11,761 total votes taken. 28.7% share of the total vote -4.2% change in share of the votes",(CON),", with candidate Martin Riley",11761,"11,761",28.7,28.7
http://www.bbc.co.uk/news/politics/constituencies/E14000967,4,"UKIP (UKIP) , with candidate Angela McManus , have the following results: 7,720 total votes taken. 18.8% share of the total vote +15.5% change in share of the votes",(UKIP),", with candidate Angela McManus",7720,"7,720",18.8,18.8
http://www.bbc.co.uk/news/politics/constituencies/E14000967,5,"Green Party (GRN) , with candidate Jenny Ross , have the following results: 1,850 total votes taken. 4.5% share of the total vote +2.8% change in share of the votes",(GRN),", with candidate Jenny Ross",1850,"1,850",4.5,4.5
http://www.bbc.co.uk/news/politics/constituencies/E14000967,6,"Liberal Democrat (LD) , with candidate Peter Flynn , have the following results: 1,256 total votes taken. 3.1% share of the total vote -14.0% change in share of the votes",(LD),", with candidate Peter Flynn",1256,"1,256",3.1,3.1
http://www.bbc.co.uk/news/politics/constituencies/W07000054,1,Monmouth,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/W07000054,2,"Conservative (CON) , with candidate David Davies , have the following results: 23,701 total votes taken. 49.9% share of the total vote +1.6% change in share of the votes",(CON),", with candidate David Davies",23701,"23,701",49.9,49.9
http://www.bbc.co.uk/news/politics/constituencies/W07000054,3,"Labour (LAB) , with candidate Ruth Jones , have the following results: 12,719 total votes taken. 26.8% share of the total vote +0.9% change in share of the votes",(LAB),", with candidate Ruth Jones",12719,"12,719",26.8,26.8
http://www.bbc.co.uk/news/politics/constituencies/W07000054,4,"UKIP (UKIP) , with candidate Gareth Dunn , have the following results: 4,972 total votes taken. 10.5% share of the total vote +8.0% change in share of the votes",(UKIP),", with candidate Gareth Dunn",4972,"4,972",10.5,10.5
http://www.bbc.co.uk/news/politics/constituencies/W07000054,5,"Liberal Democrat (LD) , with candidate Veronica German , have the following results: 2,496 total votes taken. 5.3% share of the total vote -14.1% change in share of the votes",(LD),", with candidate Veronica German",2496,"2,496",5.3,5.3
http://www.bbc.co.uk/news/politics/constituencies/W07000054,6,"Plaid Cymru (PC) , with candidate Jonathan Clark , have the following results: 1,875 total votes taken. 3.9% share of the total vote +1.2% change in share of the votes",(PC),", with candidate Jonathan Clark",1875,"1,875",3.9,3.9
http://www.bbc.co.uk/news/politics/constituencies/W07000054,7,"Green Party (GRN) , with candidate Christopher Were , have the following results: 1,629 total votes taken. 3.4% share of the total vote +2.2% change in share of the votes",(GRN),", with candidate Christopher Were",1629,"1,629",3.4,3.4
http://www.bbc.co.uk/news/politics/constituencies/W07000054,8,"English Democrats (ED) , with candidate Stephen Morris , have the following results: 100 total votes taken. 0.2% share of the total vote +0.2% change in share of the votes",(ED),", with candidate Stephen Morris",100,100,0.2,0.2
http://www.bbc.co.uk/news/politics/constituencies/W07000051,1,Cardiff North,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/W07000051,2,"Conservative (CON) , with candidate Craig Williams , have the following results: 21,709 total votes taken. 42.4% share of the total vote +4.9% change in share of the votes",(CON),", with candidate Craig Williams",21709,"21,709",42.4,42.4
http://www.bbc.co.uk/news/politics/constituencies/W07000051,3,"Labour (LAB) , with candidate Mari Williams , have the following results: 19,572 total votes taken. 38.3% share of the total vote +1.2% change in share of the votes",(LAB),", with candidate Mari Williams",19572,"19,572",38.3,38.3
http://www.bbc.co.uk/news/politics/constituencies/W07000051,4,"UKIP (UKIP) , with candidate Ethan Wilkinson , have the following results: 3,953 total votes taken. 7.7% share of the total vote +5.4% change in share of the votes",(UKIP),", with candidate Ethan Wilkinson",3953,"3,953",7.7,7.7
http://www.bbc.co.uk/news/politics/constituencies/W07000051,5,"Plaid Cymru (PC) , with candidate Elin Walker Jones , have the following results: 2,301 total votes taken. 4.5% share of the total vote +1.2% change in share of the votes",(PC),", with candidate Elin Walker Jones",2301,"2,301",4.5,4.5
http://www.bbc.co.uk/news/politics/constituencies/W07000051,6,"Liberal Democrat (LD) , with candidate Elizabeth Clark , have the following results: 1,953 total votes taken. 3.8% share of the total vote -14.5% change in share of the votes",(LD),", with candidate Elizabeth Clark",1953,"1,953",3.8,3.8
http://www.bbc.co.uk/news/politics/constituencies/W07000051,7,"Green Party (GRN) , with candidate Ruth Osner , have the following results: 1,254 total votes taken. 2.5% share of the total vote +1.7% change in share of the votes",(GRN),", with candidate Ruth Osner",1254,"1,254",2.5,2.5
http://www.bbc.co.uk/news/politics/constituencies/W07000051,8,"Christian Party (CHP) , with candidate Jeff Green , have the following results: 331 total votes taken. 0.6% share of the total vote 0.0% change in share of the votes",(CHP),", with candidate Jeff Green",331,331,0.6,0.6
http://www.bbc.co.uk/news/politics/constituencies/W07000051,9,"Alter Change (ALC) , with candidate Shaun Jenkins , have the following results: 78 total votes taken. 0.2% share of the total vote +0.2% change in share of the votes",(ALC),", with candidate Shaun Jenkins",78,78,0.2,0.2
http://www.bbc.co.uk/news/politics/constituencies/W07000053,1,Torfaen,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/W07000053,2,"Labour (LAB) , with candidate Nick Thomas-Symonds , have the following results: 16,938 total votes taken. 44.6% share of the total vote -0.1% change in share of the votes",(LAB),", with candidate Nick Thomas-Symonds",16938,"16,938",44.6,44.6
http://www.bbc.co.uk/news/politics/constituencies/W07000053,3,"Conservative (CON) , with candidate Graham Smith , have the following results: 8,769 total votes taken. 23.1% share of the total vote +3.1% change in share of the votes",(CON),", with candidate Graham Smith",8769,"8,769",23.1,23.1
http://www.bbc.co.uk/news/politics/constituencies/W07000053,4,"UKIP (UKIP) , with candidate Ken Beswick , have the following results: 7,203 total votes taken. 19.0% share of the total vote +16.7% change in share of the votes",(UKIP),", with candidate Ken Beswick",7203,"7,203",19,19
http://www.bbc.co.uk/news/politics/constituencies/W07000053,5,"Plaid Cymru (PC) , with candidate Boydd Hackley-Green , have the following results: 2,169 total votes taken. 5.7% share of the total vote +0.4% change in share of the votes",(PC),", with candidate Boydd Hackley-Green",2169,"2,169",5.7,5.7
http://www.bbc.co.uk/news/politics/constituencies/W07000053,6,"Liberal Democrat (LD) , with candidate Alison Willott , have the following results: 1,271 total votes taken. 3.4% share of the total vote -13.3% change in share of the votes",(LD),", with candidate Alison Willott",1271,"1,271",3.4,3.4
http://www.bbc.co.uk/news/politics/constituencies/W07000053,7,"Green Party (GRN) , with candidate Matt Cooke , have the following results: 746 total votes taken. 2.0% share of the total vote +0.8% change in share of the votes",(GRN),", with candidate Matt Cooke",746,746,2,2
http://www.bbc.co.uk/news/politics/constituencies/W07000053,8,"Socialist Labour Party (SLP) , with candidate John Cox , have the following results: 697 total votes taken. 1.8% share of the total vote +1.8% change in share of the votes",(SLP),", with candidate John Cox",697,697,1.8,1.8
http://www.bbc.co.uk/news/politics/constituencies/W07000053,9,"Communist Party of Britain (CPB) , with candidate Mark Griffiths , have the following results: 144 total votes taken. 0.4% share of the total vote +0.4% change in share of the votes",(CPB),", with candidate Mark Griffiths",144,144,0.4,0.4
